sid,IEA0,IEA1
24806Y,-1.5832684,-0.7868271
21622Z,0.743554,-0.3415733
14771Z,-0.6619786,-0.6197612
19247H,0.34340417,-0.24978498
11507T,-1.0193565,0.78973335
21785B,-0.81938773,1.9085668
17342R,1.9804232,0.37728062
18935X,-0.24059463,1.481673
19706N,-0.22276263,0.9250948
25303D,0.40717244,-0.8008872
14742S,-0.045329668,2.6715133
10601G,-0.8459506,1.3209149
11109H,-0.3829717,-1.9768635
21514W,-0.86700237,0.6623039
14453L,1.681475,-0.26097932
16491D,0.23040661,-0.06636147
12811B,0.24035756,0.14842626
11683N,-0.6816633,0.7093679
17338A,0.57624567,1.7894621
15169T,-0.7797949,-0.25664645
13987R,0.36166662,-0.13172624
11120V,-0.11322908,0.042228695
14319H,-0.2627469,0.60007113
22524E,0.8446307,-0.08165097
18214N,1.0549129,0.35293835
13299W,0.20105302,-0.59712684
16790N,-1.5397999,0.8065082
23143X,1.3890516,-0.21062429
22693B,0.27995446,0.6292866
10616T,-0.5696086,-0.31194276
14528Q,0.1684082,1.0464003
14774F,0.7772861,1.0197349
18736R,0.63883716,-0.75445616
10260G,-0.5006953,2.1239903
11933K,-0.9717766,-0.7734583
12533Z,-1.4693357,0.97606325
19510W,-0.09444127,0.14325067
13689J,0.8252505,0.24433677
20787A,-2.3474565,0.07591228
21928X,-0.19683316,1.5353454
12099J,0.83555377,-0.5944724
11509X,0.27144274,-0.44396606
15277W,-1.4127585,0.06906089
24279B,-0.07763262,-0.54636943
20905G,2.1216226,-1.0969355
22309A,-0.045405388,0.48853388
13768F,0.7860817,-0.44549188
10913Z,0.82915366,-1.3506664
15444P,0.0639943,0.43549746
24536V,2.0081806,-0.094422944
16802U,0.10294898,-0.8780798
21270U,0.116888285,0.26159498
15455U,-0.27079785,0.3036788
15120P,0.7054903,-0.7596465
25248V,0.48857656,-1.4426298
18941S,-0.38178068,1.6469319
18708M,-0.7984777,0.6254212
15365T,-1.4291954,0.8027321
12964A,2.6033127,-1.8792846
25229R,0.09734922,0.27192277
15055E,-0.27090502,-0.22835016
21575Q,-0.53014165,0.04856395
18055T,-2.0936344,-1.3065524
24092L,0.092545405,1.9255453
15665F,1.0871342,-1.0125881
10725Y,0.53742796,-0.26253885
16567K,-0.86515474,-0.2536257
19649B,-1.055426,-1.1832706
14667E,-1.133276,-0.85530794
21466L,-2.0895753,-0.17781338
10512H,-0.33486655,0.7466954
13255C,-0.26991075,0.72342706
21735M,-0.900263,-1.1985419
13383L,1.3372607,-1.33311
10314D,0.84735376,2.006493
10130T,0.19588183,0.10440085
25151G,0.25530833,0.6704529
14722M,-0.45961243,0.5828555
21149Z,-0.060143597,-0.6375903
15846J,1.073851,-0.856363
10270J,-0.58375835,0.4883237
20218N,-0.8102543,-1.2878256
24518T,-0.1656906,-1.233227
20894B,-1.9598888,-0.2673289
10858R,0.61457455,0.0912249
23598M,-0.8216346,0.4059299
18995P,-0.42192587,0.24804239
22108Q,0.4087289,1.6936077
22701A,-1.0711092,-0.13002788
10633T,0.5925568,-0.075039886
17682P,0.12391273,-1.0866733
18126Q,0.096810035,-1.4231702
13170U,-0.512288,-0.22418185
10894V,0.96131593,1.9869438
12778D,1.4396145,0.6012151
24382U,-0.6279665,-0.91593933
19577C,-0.38297302,-1.0346903
20370T,-0.3675634,-0.43625742
22572P,0.05791672,1.5479215
15924D,1.0292482,-0.69199306
21403N,0.62967527,-0.88189924
10513J,0.60092527,0.85979635
15723T,2.075593,-0.2260119
13557S,-0.73769367,-0.22391549
16259Z,0.31769428,-1.3873042
17934Q,-0.15671742,-0.10216544
10796V,-1.40979,0.25738606
23746B,1.4903454,0.7799418
14724Q,1.8864609,-1.0987674
19659E,-1.3712857,1.7512186
14126W,-0.71237314,2.0035913
20416R,0.35666344,-1.7315693
20455B,-1.1434989,-1.7209972
13522Z,1.0488772,-0.675949
11555E,-0.8349041,0.77516955
22262A,-0.041670807,-1.9571171
25406N,-0.51201093,-0.22332129
10487I,0.6563371,0.61908245
22036R,-1.069288,-1.0043354
10993X,-0.8085477,0.436471
